"","overall_rating","full_name","age","height_cm","weight_kgs","potential","value_euro","wage_euro","preferred_foot","ir1","ir2","ir3","ir4","ir5","weak_foot_1","weak_foot_2","weak_foot_3","weak_foot_4","weak_foot_5","skills_2","skills_3","skills_4","skills_5","work_rate_LL","work_rate_LM","work_rate_LH","work_rate_ML","work_rate_MM","work_rate_MH","work_rate_HL","work_rate_HM","work_rate_HH","release_clause_euro","club_rating","club_jersey_number","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","freekick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","composure","marking","standing_tackle","sliding_tackle"
"542",62,"Ben Gladwin",26,185.42,86.2,64,350000,7000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,691000,69,22,62,52,55,65,49,66,41,44,61,64,69,66,62,56,67,67,68,70,78,60,65,53,57,61,47,62,49,55,49
"543",65,"배일환 裴殷焕",30,154.94,74.8,65,525000,2000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,656000,67,19,63,60,40,63,43,59,45,47,58,62,88,82,78,64,66,66,65,60,72,53,55,35,66,60,50,45,45,27,25
"544",68,"登里 享平",28,167.64,68,68,950000,4000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1200000,70,2,63,49,50,57,54,70,67,54,52,69,89,86,88,68,77,68,82,78,59,61,57,57,64,58,49,60,58,61,64
"545",62,"Jonatan Kotzke",28,182.88,74.8,62,250000,4000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4e+05,70,25,53,37,61,58,42,47,48,50,52,59,64,67,66,62,68,53,62,73,72,51,69,59,39,57,64,59,62,63,58
"546",63,"Miguel Ángel Nazarit Mina",20,185.42,78.9,78,725000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1400000,68,34,29,25,60,35,30,39,25,28,28,42,66,65,55,55,64,41,77,67,78,20,72,63,31,35,43,48,60,62,60
"547",69,"Brice Dja Djédjé",28,170.18,71.2,69,875000,9000,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1800000,71,21,69,53,58,70,31,69,50,47,64,66,73,68,73,68,83,66,65,67,66,50,79,66,65,64,58,65,66,70,69
"548",60,"Erik Majetschak",19,185.42,73,76,425000,3000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,988000,79,40,52,56,47,70,48,55,56,50,64,61,61,55,64,62,65,57,58,48,49,59,51,41,55,61,62,64,39,44,43
"549",65,"Ognjen Stijepović",19,185.42,73.9,79,1100000,5000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2600000,76,40,64,58,50,67,58,68,56,50,66,70,67,66,72,60,76,66,66,34,48,63,40,40,55,65,54,62,35,42,36
"550",67,"William Francisco Luis Arboleda Perea",28,175.26,69.9,67,775000,2000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1e+06,68,20,59,60,39,67,43,68,68,67,64,67,76,75,76,58,79,64,69,70,63,62,48,34,59,68,70,66,30,37,36
"551",70,"柴崎 晃誠",34,175.26,64.9,70,1100000,7000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1300000,67,30,68,63,59,72,72,69,72,69,69,68,68,64,73,68,71,74,52,86,58,75,48,43,69,72,48,60,43,41,39
"552",65,"Stefan Scougall",26,170.18,57.2,68,675000,4000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1200000,62,22,63,63,42,67,55,70,46,41,65,68,76,75,72,56,85,63,68,78,58,51,68,59,65,66,44,68,55,39,37
"553",75,"Martin Terrier",22,182.88,73,85,1.1e+07,41000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23100000,79,7,67,77,60,76,66,74,65,44,69,76,82,82,74,75,66,77,66,66,66,70,51,27,75,76,60,74,34,31,34
"554",61,"Víctor Ruiz Abril",25,172.72,68,64,325000,3000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,496000,65,7,53,50,38,57,47,65,48,38,45,66,73,78,79,56,72,61,49,58,43,37,40,25,56,58,36,57,26,26,27
"555",63,"Lukas Lämmel",21,152.4,69.9,72,575000,1000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,949000,65,8,60,45,57,67,53,63,68,66,63,62,73,68,65,62,68,62,65,68,55,54,63,61,52,58,53,62,59,62,62
"556",73,"Marc Cucurella Saseta",20,172.72,68.9,84,6e+06,35000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11673147.1,77,20,75,56,57,73,39,74,66,48,66,76,82,85,74,72,78,59,71,88,60,51,70,66,69,71,47,64,65,65,65
"557",69,"Emilio Izaguirre",32,152.4,77.1,69,575000,21000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1e+06,74,3,73,25,58,68,30,69,71,53,63,67,64,67,73,64,76,63,70,83,71,33,73,64,59,64,53,63,63,68,67
"558",64,"Donervon Joseph Daniels",25,185.42,91.2,69,5e+05,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,913000,64,2,30,22,65,49,31,31,36,23,38,38,60,75,38,55,42,45,72,54,79,20,58,59,32,38,36,46,62,67,66
"559",55,"Mohammad Fuad Al Thani",22,175.26,64,65,140000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,259000,67,20,50,51,30,51,36,56,38,33,46,54,72,70,53,48,76,45,49,52,45,41,37,21,51,51,48,48,20,25,24
"560",60,"Andreas Hadenius",27,187.96,83,63,210000,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,383000,64,28,36,29,64,54,53,41,34,25,55,56,39,50,32,57,48,58,62,68,87,38,85,67,37,46,36,58,51,58,44
"561",72,"Hassane Bandé",20,152.4,68,84,5500000,7000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8800000,78,18,57,73,55,68,67,77,48,28,52,72,83,85,83,70,74,70,75,69,61,67,61,27,66,64,62,63,22,41,12
"562",67,"Carlos Felipe Ignacio Espinosa Contreras",36,172.72,69.9,67,325000,1000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,439000,65,14,47,51,32,74,65,66,69,61,73,70,61,48,59,58,75,59,38,33,45,69,43,25,53,75,68,61,21,45,44
"563",57,"Tobias Damsgaard",21,185.42,77.1,67,140000,1000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,203000,65,27,56,33,39,51,30,55,37,44,43,59,67,66,65,58,66,35,61,66,45,26,55,51,44,38,35,57,50,57,55
"564",66,"奥埜 博亮",29,170.18,67.1,66,650000,3000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,813000,67,25,64,65,57,67,56,68,59,32,67,67,73,68,69,67,76,67,69,92,68,68,47,31,68,64,53,52,28,47,30
"565",64,"Erik Israelsson",30,154.94,73,64,450000,3000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,681264.9,65,16,53,62,75,66,54,57,53,45,64,64,55,57,69,70,72,69,91,88,78,64,69,62,64,63,47,67,51,58,55
"566",66,"Héctor Hernández Marrero",23,154.94,73,73,925000,12000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1816966.7,67,9,42,66,59,63,52,68,64,40,39,69,73,68,71,63,72,71,70,60,47,60,32,24,67,54,72,52,47,15,15
"567",67,"Zlatko Dedič",34,182.88,77.1,67,475000,5000,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,689000,64,9,59,67,57,60,64,67,62,61,54,68,75,69,72,66,69,73,68,70,68,67,72,33,62,63,70,61,32,32,30
"568",75,"Hans Hateboer",25,187.96,73.9,77,8e+06,22000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14200000,76,33,77,55,63,75,52,77,41,30,70,76,76,82,64,76,64,72,74,86,68,58,71,65,70,67,47,67,73,77,75
"569",64,"Diego Alende López",21,182.88,76.2,74,650000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1500000,77,27,26,24,66,61,21,29,26,26,35,60,53,55,32,60,65,31,78,43,59,23,62,69,28,33,33,58,50,68,71
"570",66,"Gareth Evans",30,182.88,79.8,66,6e+05,4000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1100000,66,26,66,65,64,64,61,63,46,59,59,62,83,85,74,66,65,78,77,90,78,63,78,55,68,63,79,67,45,56,55
"571",66,"Lucas Nahuel Rodríguez",25,167.64,71.2,71,725000,2000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1206970.8,70,20,74,50,53,64,45,68,74,78,68,67,75,73,80,56,86,35,75,67,59,63,72,61,56,62,44,65,64,62,64
"572",61,"Alexandar Borkovic",19,182.88,73.9,72,375000,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,619000,68,24,40,31,55,59,32,38,33,28,51,49,59,54,60,49,56,45,81,54,71,28,51,51,31,38,42,54,64,64,62
"573",64,"Carlos Uriel Antuna Romero",21,175.26,59,74,725000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1200000,71,18,62,55,46,60,48,68,54,48,55,65,78,78,93,56,74,55,55,70,31,42,40,35,55,57,45,58,24,31,32
"574",61,"Seyed Majid Hosseini",22,182.88,76.2,67,290000,4000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,638000,71,5,28,18,60,62,22,30,35,37,44,52,55,54,43,56,61,45,67,51,54,30,50,62,24,29,40,55,60,65,62
"575",64,"Samed Yeşil",24,154.94,72.1,69,625000,2000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,953000,67,21,35,69,48,58,69,70,56,42,36,68,76,72,83,57,79,57,65,60,58,50,36,21,68,39,62,57,29,16,19
"576",66,"都仓 贤",32,187.96,79.8,66,525000,3000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,656000,67,9,30,72,69,53,64,58,62,44,34,60,73,68,64,70,63,69,64,70,75,57,79,14,56,52,63,60,29,17,15
"577",66,"永木 亮太",30,172.72,72.1,66,475000,4000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,594000,68,6,66,52,57,71,32,58,65,72,68,62,46,54,72,61,74,64,67,67,69,61,65,63,46,59,57,60,63,67,63
"578",67,"Jakub Wójcicki",30,190.5,79.8,67,575000,4000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,776000,68,7,70,57,59,63,61,64,59,38,62,63,75,77,76,62,45,56,77,81,80,61,31,55,59,62,41,56,57,63,70
"579",62,"Michael Rose",36,154.94,78,62,70000,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,123000,61,24,66,44,55,58,59,54,70,74,67,62,59,58,66,55,67,65,73,73,71,65,65,54,60,63,66,55,60,60,62
"580",71,"Jesús Imaz Ballesté",28,175.26,69.9,71,2500000,7000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3300000,68,11,61,71,52,68,54,69,49,55,61,68,72,77,78,72,74,64,59,81,69,65,37,34,76,69,71,61,31,24,23
"581",62,"Sean Kavanagh",25,175.26,62.1,66,325000,1000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,528000,61,11,61,58,54,60,33,64,42,55,62,63,69,71,77,61,70,56,76,68,55,53,60,52,57,48,52,56,59,60,60
"582",60,"Joaquín Novillo",21,187.96,83,74,425000,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,882000,68,32,32,27,64,50,31,44,29,28,35,48,61,64,53,55,50,41,67,58,71,20,50,58,29,32,43,52,57,60,54
"583",69,"Boris Alexis Sagredo Romero",29,165.1,63,69,1e+06,3000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1400000,62,21,64,59,35,71,55,69,60,63,61,67,83,78,81,64,90,60,50,68,37,65,49,23,67,65,57,52,30,40,39
"584",73,"Julio Alberto Barroso",34,175.26,71.2,73,1600000,7000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2300000,71,5,51,43,74,65,46,43,25,55,64,65,68,65,63,75,69,64,87,77,80,52,55,73,44,59,70,72,72,74,72
"585",64,"Abdullah Mohammed Madu",25,185.42,86.2,71,550000,6000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1e+06,72,26,42,22,66,51,28,27,26,21,39,48,37,53,32,56,52,39,70,64,85,17,64,61,24,35,55,53,58,66,57
"586",56,"Isaac Pearce",20,165.1,62.1,68,160000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,312000,63,17,33,58,54,46,37,52,32,30,32,57,76,72,75,49,73,53,67,64,43,49,27,11,58,42,60,50,27,14,12
"587",66,"Fashion Sakala",21,152.4,72.1,75,1e+06,4000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1700000,70,7,56,68,65,52,60,60,53,49,38,57,90,85,76,58,74,78,82,67,66,61,53,35,58,55,68,55,20,26,21
"588",68,"Edgar Bruno da Silva",32,190.5,78.9,68,8e+05,3000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1e+06,64,9,60,65,70,65,69,65,71,44,60,64,53,65,55,68,57,74,65,69,73,66,73,24,69,63,80,71,32,27,25
"589",58,"Adam Jakobsen",19,185.42,81.2,73,280000,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,525000,64,12,39,57,60,45,45,52,34,34,38,55,74,72,65,61,62,54,68,58,61,44,58,19,59,50,50,62,25,20,18
"590",53,"Julian Vazquez",17,154.94,66.2,73,120000,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3e+05,69,27,29,55,50,49,42,52,38,29,30,50,63,60,58,48,65,51,69,50,54,48,33,14,54,43,49,49,16,11,16
"591",65,"Ntsikelelo Nyauza",28,175.26,77.1,65,425000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,914000,68,2,30,54,66,66,21,66,26,28,64,67,77,74,74,55,79,35,91,60,66,13,39,66,23,26,49,53,67,71,69
"592",63,"Lukas Daschner",20,182.88,68,77,8e+05,1000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1800000,69,13,52,52,46,65,50,62,44,38,57,63,73,72,74,57,77,53,69,63,63,51,53,58,57,63,35,55,60,44,38
"593",68,"Lunan Ruben Gabrielsen",26,185.42,87.1,71,925000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1200000,68,4,53,43,68,48,54,49,49,42,43,55,67,72,68,60,61,66,77,75,83,43,70,67,43,44,48,58,64,67,70
"594",69,"Anderson José Lopes de Souza",25,185.42,82.1,73,1400000,3000,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1800000,65,11,58,69,54,62,52,70,55,53,55,69,85,86,80,67,50,73,59,75,78,69,65,25,61,66,68,65,33,25,19
"595",70,"Michele Cavion",24,154.94,73.9,74,2300000,3000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3700000,68,17,65,60,60,73,58,70,68,68,71,72,64,64,64,64,70,70,70,70,68,65,64,62,65,68,60,63,62,64,64
"596",57,"Marco Weymans",21,175.26,69.9,69,160000,1000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,232000,66,28,47,39,51,62,36,48,44,40,54,54,69,68,60,52,73,62,64,65,61,40,66,50,45,44,42,48,57,47,56
"597",63,"David Vržogić",29,154.94,68,63,290000,1000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,421000,64,27,55,39,53,65,63,59,58,50,61,63,74,66,72,65,71,58,63,64,57,47,55,58,45,55,46,64,61,62,64
"598",69,"Christopher Dibon",28,182.88,78.9,71,1e+06,8000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1600000,69,17,34,42,66,59,20,44,39,27,58,54,68,69,59,67,63,23,88,71,76,24,65,71,39,59,39,67,70,67,64
"599",67,"Ramon Ginés Arias Quinteros",26,154.94,83.9,68,750000,8000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1300000,67,21,23,20,66,49,29,45,34,26,35,52,50,61,61,61,61,41,82,62,75,21,71,63,25,35,46,49,64,68,65
"600",71,"Daniel Pedro Calvo San Román",24,190.5,82.1,75,2600000,6000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3651940.2,68,12,49,39,67,66,31,43,40,45,56,61,56,49,48,71,44,58,80,66,82,50,73,69,41,48,55,59,69,72,66
"601",62,"Oskar Zawada",23,193.04,83,67,4e+05,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,570000,65,16,41,62,65,51,58,56,53,39,34,65,60,54,57,49,49,67,53,64,78,56,40,22,58,51,59,46,20,23,22
"602",65,"Ethan Hamilton",20,187.96,74.8,78,1e+06,11000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1490212.7,64,27,57,58,64,69,52,61,54,50,64,65,60,55,62,61,60,70,61,66,68,71,70,59,59,63,51,54,57,54,53
"603",53,"Miguel Felipe Barragán Gómez",20,152.4,73,69,130000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,257000,67,29,38,45,39,54,39,47,45,36,51,50,66,69,76,48,73,43,54,46,49,48,42,25,39,58,46,58,30,36,40
"604",71,"Christopher Avevor",27,185.42,88,72,2300000,11000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3900000,70,6,55,32,68,62,33,48,29,35,59,59,62,73,57,68,58,58,81,55,87,41,72,63,35,55,31,63,68,72,66
"605",61,"陈灏",26,185.42,78,64,270000,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,601000,64,25,26,34,68,48,43,36,48,34,46,55,61,62,57,57,58,63,68,60,62,31,62,61,45,40,47,57,60,62,55
"606",65,"Dániel Gazdag",23,152.4,76.2,76,2483500,15000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4502000,73,21,45,49,44,71,57,68,59,40,68,67,71,73,70,70,66,61,58,57,54,60,62,52,48,70,47,60,44,36,46
"607",75,"Mikel Merino Zazón",22,185.42,83,84,1e+07,22000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.3e+07,77,8,59,62,75,78,58,76,68,69,74,78,61,62,64,70,60,66,69,68,74,67,73,75,70,76,58,68,58,74,65
"608",68,"Khaleem Hyland",29,182.88,79.8,68,7e+05,10000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1200000,67,88,57,49,67,67,57,68,49,64,65,69,59,54,56,66,64,80,77,70,85,70,73,66,64,64,55,70,60,69,66
"609",57,"野田 隆之介",30,185.42,78.9,57,1e+05,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,125000,64,15,48,54,66,58,46,58,31,20,53,57,58,59,47,48,52,52,73,68,80,55,52,23,57,53,54,57,31,32,29
"610",54,"Leonardo Zottele",19,185.42,79.8,65,1e+05,1000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,165000,65,3,49,22,51,46,26,38,35,30,29,35,62,66,46,49,56,35,52,62,65,30,48,53,21,29,39,46,54,55,52
"611",69,"Romain Brégerie",32,190.5,89.8,69,7e+05,11000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1570264.5,68,33,34,35,76,60,14,46,55,58,60,54,52,51,41,67,38,34,63,64,90,38,68,64,33,51,65,67,66,67,64
"612",67,"Franck Mbia Etoundi",28,185.42,82.1,67,825000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1400000,66,28,42,64,64,65,52,66,38,47,63,61,72,74,70,67,62,64,84,78,85,52,61,38,70,55,61,72,33,39,28
"613",70,"Christian Ramos",30,182.88,78,70,2784500,12300,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5361300,73,15,43,34,68,58,29,44,37,35,51,54,59,70,59,57,56,62,68,62,75,59,73,70,35,40,31,68,67,74,69
"614",77,"Kenny Tete",23,154.94,71.2,82,1e+07,44000,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,19800000,79,23,72,42,74,73,36,65,54,34,64,69,74,79,66,72,73,60,77,77,76,41,80,75,60,60,46,71,77,81,83
"615",71,"Víctor Hugo Ayala Núñez",31,152.4,69.9,71,1800000,9000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2600000,69,16,71,65,65,71,58,70,74,75,73,71,71,73,75,73,72,90,77,78,71,83,76,65,68,69,58,66,69,68,63
"616",63,"Aleksander Jagiełło",24,170.18,62.1,68,5e+05,2000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,713000,65,7,64,61,33,62,45,65,60,52,58,63,79,73,90,52,93,60,86,38,34,46,32,40,63,55,56,65,33,40,33
"617",56,"Maciej Orłowski",25,152.4,73.9,59,1e+05,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,143000,68,28,47,25,45,34,32,60,35,31,25,41,69,61,59,58,69,27,59,63,62,31,59,55,54,35,41,42,50,61,63
"618",72,"Yevhen Makarenko",27,182.88,83.9,74,3e+06,13000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4800000,73,5,70,47,64,72,51,65,61,56,71,68,61,75,67,69,57,73,67,76,77,67,74,74,62,69,48,74,70,70,69
"619",65,"Kristoffer Haraldseid",25,154.94,73.9,69,575000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,762000,68,18,64,47,57,61,59,60,52,53,60,69,69,72,74,57,61,67,56,72,61,52,52,64,60,63,48,62,59,63,62
"620",68,"Joe Shaughnessy",26,182.88,68.9,73,1e+06,3000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1800000,65,5,38,16,67,64,16,59,36,31,59,63,72,69,72,59,52,33,79,76,75,19,69,62,22,32,35,53,66,67,66
"621",63,"Wilfrido De La Rosa Mendoza",26,165.1,64,66,475000,1000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,677000,64,9,34,62,51,52,48,67,33,26,34,63,89,82,91,64,91,65,83,68,40,54,30,19,61,43,58,50,42,16,13
"622",63,"Xavier Quintillá Guasch",22,182.88,73,70,450000,4000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1e+06,79,39,58,30,56,63,33,43,50,36,68,54,68,70,64,59,62,33,63,61,56,32,58,65,51,54,48,54,62,62,60
"623",68,"Kaio Fernando da Silva Pantaleão",23,182.88,76.2,73,1e+06,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2200000,69,17,41,33,59,73,28,48,29,27,73,66,49,48,63,58,61,59,76,53,70,47,69,70,26,55,29,59,70,69,61
"624",67,"Angel Gomes",18,170.18,60.8,87,1500000,15000,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4400000,82,47,61,61,51,67,57,68,65,68,65,68,75,69,83,62,90,61,55,57,32,64,42,37,58,68,66,69,36,38,35
"625",68,"Augustine Mulenga",29,152.4,69.9,68,925000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2e+06,68,17,65,76,59,65,60,68,42,48,48,62,74,72,62,52,68,68,62,61,67,70,55,19,72,63,63,59,34,33,28
"626",67,"山中 亮輔",25,170.18,64.9,70,8e+05,4000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1100000,70,6,72,35,43,68,35,68,66,70,62,63,74,75,68,66,78,71,74,70,69,64,60,59,63,55,48,53,63,66,65
"627",67,"Menno Koch",24,195.58,78,73,9e+05,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1500000,67,4,40,22,77,60,29,40,29,30,56,60,40,34,59,64,35,47,77,63,76,30,57,70,26,37,65,54,66,65,62
"628",66,"Luis Manuel Narváez Pitalúa",34,152.4,82.1,66,260000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,364000,72,15,46,52,73,69,29,21,36,31,71,60,43,46,42,64,59,45,41,56,75,28,78,52,48,47,60,70,69,72,63
"629",64,"Fabien Tchenkoua",26,172.72,73.9,65,525000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,801000,63,7,54,60,42,57,57,70,48,36,41,68,85,83,79,61,80,66,47,53,61,61,30,49,64,54,58,57,40,50,55
"630",73,"Phillipp Klement",26,175.26,71.2,74,4800000,11000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7700000,68,21,69,64,49,75,58,73,80,81,68,73,71,65,83,71,82,74,68,68,51,69,53,57,68,73,65,67,37,30,34
"631",63,"Wesam Saleh Suwayyid",31,175.26,66.2,63,270000,4000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446000,67,7,61,46,43,63,41,55,51,43,62,58,74,74,73,61,66,66,76,87,70,44,85,59,52,59,50,62,55,56,58
"632",74,"Claudio Beauvue",30,175.26,66.2,74,5500000,22000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10070245.9,72,12,69,73,87,72,80,73,59,68,61,75,69,66,79,63,74,82,78,58,60,64,54,43,70,64,70,61,25,45,21
